cycle	Zbar1	Gbar1	VP1	VG1	h21	Zbar2	Gbar2	VP2	VG2	h22	h2b	h2b_denom	h2w	Qst	Fst
20000	-0.222531	-0.183331	3.75194	1.77137	0.472123	-2.15613	-0.153956	3.83395	1.78943	0.466731	0.000230801	1.8694	0.469398	6.06115e-05	0.000383309
20001	-0.133822	-0.132457	3.61856	1.76367	0.487397	-2.13418	-0.0985737	3.9901	1.96316	0.492007	0.000286911	2.00071	0.489814	7.7045e-05	0.000629634
20002	-0.203755	-0.202895	3.67508	1.79307	0.487901	-2.12731	-0.0624151	3.79011	1.87967	0.495941	0.00533361	1.85003	0.491983	0.00134218	0.000869985
20003	-0.192414	-0.20704	3.92991	1.84035	0.468292	-2.01344	-0.0203436	3.74818	1.92203	0.512789	0.0105109	1.65806	0.490014	0.00231187	0.00109614
20004	-0.299588	-0.250648	3.88308	1.84366	0.474792	-1.967	0.0146591	3.65386	1.88736	0.51654	0.0253169	1.39014	0.495031	0.0046966	0.00138531
20005	-0.153554	-0.234541	3.91063	1.7076	0.436656	-1.91118	0.042226	3.58247	1.74315	0.486578	0.0247957	1.54462	0.460524	0.00552163	0.00154089
20006	-0.223303	-0.223251	3.6959	1.76147	0.476603	-1.99614	0.0592021	3.92253	1.74074	0.443782	0.0253838	1.57147	0.459704	0.00566551	0.00175623
20007	-0.31134	-0.258114	3.61787	1.73934	0.480763	-1.76486	0.20378	3.63967	1.73156	0.475746	0.100982	1.05636	0.478247	0.0151417	0.00203922
20008	-0.219629	-0.240658	3.65983	1.70869	0.466877	-1.84796	0.235502	3.52105	1.82956	0.519606	0.0855102	1.32574	0.492732	0.015775	0.00227754
20009	-0.247704	-0.264411	3.83853	1.79821	0.468462	-1.67502	0.275397	3.70911	1.84387	0.497118	0.143033	1.01862	0.482544	0.0196192	0.00259468
20010	-0.246216	-0.197086	3.95801	1.90267	0.480714	-1.49488	0.454296	3.86611	1.93586	0.500726	0.272133	0.779578	0.490602	0.0269041	0.00281751
20011	-0.232575	-0.261122	3.78946	1.9439	0.512975	-1.48617	0.515373	3.92896	1.92977	0.491165	0.383675	0.78575	0.501873	0.0374736	0.00301037
20012	-0.234988	-0.258583	3.71526	1.85045	0.498067	-1.46456	0.527938	4.06297	2.03263	0.500282	0.409182	0.755918	0.499224	0.0383206	0.0033242
20013	-0.263921	-0.260583	3.94161	1.90438	0.483147	-1.39963	0.609981	3.83589	1.94409	0.506817	0.587581	0.644917	0.494821	0.0469449	0.00360194
20014	-0.292478	-0.320596	3.72236	1.86847	0.501959	-1.31602	0.690729	3.70416	1.90362	0.513915	0.976274	0.523818	0.507922	0.0635124	0.00393741
20015	-0.396115	-0.313103	3.93323	1.86982	0.475391	-1.271	0.696683	3.85944	1.83968	0.476669	1.33216	0.382711	0.476024	0.0643314	0.00415597
20016	-0.299819	-0.339754	3.73618	1.83448	0.491006	-1.29058	0.710324	3.81644	1.88943	0.495077	1.12333	0.490801	0.493063	0.0689558	0.0043224
20017	-0.34613	-0.373508	3.81539	1.8592	0.487289	-1.12303	0.82733	3.59132	1.80175	0.501696	2.38913	0.301786	0.494274	0.0896859	0.00458374
20018	-0.225476	-0.276648	3.8984	1.80484	0.462969	-1.148	0.91834	3.85689	1.94923	0.505388	1.67793	0.425523	0.484065	0.0868784	0.00488104
20019	-0.299278	-0.276397	3.73636	1.72451	0.461548	-1.08062	0.954542	3.94203	1.85885	0.471546	2.48194	0.305248	0.466681	0.0956484	0.00512206
20020	-0.226281	-0.285625	3.86654	1.79907	0.465292	-1.02348	1.01234	4.05696	1.96676	0.484787	2.65093	0.317759	0.475274	0.100637	0.00546121
20021	-0.262917	-0.280821	3.63633	1.68493	0.463359	-0.896124	1.05608	4.09576	1.89639	0.463013	4.45764	0.200476	0.463175	0.110975	0.00579481
20022	-0.251858	-0.251169	3.8903	1.94889	0.500962	-0.791474	1.09938	3.66387	1.75904	0.480104	6.26399	0.145592	0.490846	0.109559	0.00600132
20023	-0.146649	-0.145009	3.66031	1.68748	0.461022	-0.866014	1.11885	4.18961	1.97041	0.47031	3.08673	0.258743	0.465979	0.0984699	0.00624465
20024	-0.178682	-0.157691	3.57586	1.6853	0.471299	-0.86862	1.16894	3.91422	2.01086	0.513732	3.69729	0.238007	0.493474	0.106424	0.00658888
20025	-0.22233	-0.168506	3.84113	1.84558	0.480477	-0.915313	1.14449	3.62513	1.88599	0.520254	3.58988	0.240113	0.49979	0.103586	0.00692235
20026	-0.0866118	-0.109652	3.91146	1.69531	0.433422	-0.892229	1.14163	3.68161	1.72026	0.467257	2.41244	0.324509	0.449827	0.102865	0.00728321
20027	-0.104261	-0.123354	3.77994	1.81086	0.47907	-0.91981	1.14011	3.85587	1.77531	0.460418	2.40007	0.33256	0.469652	0.100185	0.00745497
20028	-0.175157	-0.127554	3.67553	1.66463	0.452895	-0.829746	1.16852	3.86518	1.7941	0.46417	3.92031	0.214244	0.458674	0.10832	0.00780777
20029	-0.153989	-0.174231	3.60967	1.74343	0.482989	-0.851877	1.1565	3.85355	1.91964	0.498149	3.63591	0.243523	0.490817	0.107875	0.00807304
20030	-0.266437	-0.208133	3.81631	1.75992	0.461158	-0.832039	1.15261	4.01113	1.94155	0.484041	5.78802	0.159953	0.472884	0.111208	0.00844985
20031	-0.143125	-0.172166	3.82349	1.767	0.462144	-0.641703	1.25088	3.73235	1.89344	0.507305	8.14648	0.12429	0.484452	0.121555	0.00876154
20032	-0.106217	-0.136283	4.14897	1.86302	0.449032	-0.646519	1.33188	3.97416	1.83504	0.461744	7.38377	0.145963	0.455252	0.127241	0.00918978
20033	-0.164914	-0.172845	3.57286	1.77728	0.49744	-0.564762	1.37505	3.57975	1.67339	0.46746	14.9863	0.0799392	0.482435	0.147976	0.00944263
20034	-0.223227	-0.183711	3.93035	1.92052	0.488639	-0.664762	1.38014	3.81831	1.89321	0.495823	12.5447	0.0974764	0.492179	0.138226	0.00988775
20035	-0.183224	-0.219806	3.96377	1.94758	0.491346	-0.534892	1.41459	4.0191	1.95894	0.487408	21.6	0.0618349	0.489363	0.146054	0.0100948
20036	-0.271075	-0.253643	3.86061	1.95266	0.505789	-0.661974	1.3995	4.05806	1.89943	0.468064	17.885	0.0764011	0.486456	0.150708	0.0103581
20037	-0.197186	-0.221645	3.9432	2.00026	0.507269	-0.632914	1.38919	3.78117	1.92048	0.507906	13.667	0.0949296	0.507581	0.142026	0.0104501
20038	-0.204926	-0.218542	4.25166	1.99009	0.468074	-0.448174	1.48075	3.9257	1.83818	0.468242	48.8018	0.0295849	0.468155	0.15872	0.010869
20039	-0.281208	-0.234328	4.08086	2.01238	0.493127	-0.441434	1.60637	3.91138	1.8182	0.46485	131.978	0.0128362	0.479289	0.181158	0.0111599
20040	-0.293399	-0.225767	3.90088	1.89155	0.484903	-0.471286	1.57665	3.94968	1.93287	0.489375	102.665	0.015822	0.487153	0.175239	0.011305
20041	-0.21364	-0.238487	3.7597	1.7766	0.472538	-0.438509	1.57714	3.83079	1.91912	0.500974	65.1918	0.0252831	0.486889	0.182409	0.01154
20042	-0.202849	-0.250569	3.77587	1.82884	0.484348	-0.372127	1.57262	3.59831	1.74981	0.486286	116.0	0.0143276	0.485294	0.188527	0.0117162
20043	-0.159601	-0.226081	3.90671	1.88377	0.482187	-0.399351	1.60058	3.78572	1.85439	0.489839	58.0493	0.0287401	0.485953	0.182514	0.0120581
