cycle	Zbar1	Gbar1	VP1	VG1	h21	Zbar2	Gbar2	VP2	VG2	h22	h2b	h2b_denom	h2w	Qst	Fst
20000	0.0363027	-0.00369902	3.92572	1.81514	0.462371	-2.05513	-0.0778555	3.44555	1.76074	0.511018	0.00125721	2.18705	0.48511	0.000384508	0.000366859
20001	-0.0999225	-0.0279488	3.7834	1.88718	0.498806	-1.97091	-0.034233	3.94751	1.85079	0.468849	1.12811e-05	1.7503	0.48351	2.64249e-06	0.00061888
20002	0.057655	0.0293365	3.79914	1.87802	0.494329	-2.00641	0.0472548	3.93772	1.90534	0.483868	7.53608e-05	2.13019	0.489005	2.12258e-05	0.000857263
20003	-0.011412	0.0101079	3.79031	1.92411	0.507638	-1.94404	0.0838419	3.85069	1.92776	0.500628	0.00145559	1.86753	0.504105	0.000352914	0.00117836
20004	-0.0781277	-0.0137177	3.80449	1.76842	0.464824	-1.93803	0.0704672	3.67722	1.86579	0.50739	0.00204874	1.72962	0.485745	0.000487534	0.00140987
20005	-0.112309	-0.110793	3.7139	1.9165	0.516035	-1.894	0.0766221	3.72486	1.8687	0.501683	0.0110648	1.58722	0.508849	0.00231564	0.00165524
20006	-0.08534	-0.068126	3.7307	1.81064	0.485335	-1.91572	0.13113	3.77817	1.89477	0.501504	0.0118506	1.67515	0.49347	0.0026729	0.00186329
20007	0.00139811	-0.0287972	3.86363	1.83232	0.474248	-1.92482	0.145328	3.8575	1.92926	0.500131	0.00817169	1.85516	0.48718	0.00201204	0.00203498
20008	0.00162422	-0.00976562	3.73505	1.88983	0.505971	-1.80085	0.147957	3.92817	1.81323	0.461596	0.00765681	1.62447	0.483224	0.00167748	0.00225008
20009	-0.0320262	0.0268907	4.00495	1.91783	0.478866	-1.86527	0.152978	4.03014	1.74409	0.432761	0.00473043	1.68039	0.455741	0.00108472	0.00248485
20010	0.0313955	0.015017	3.92843	1.9355	0.49269	-1.81075	0.176442	3.97575	1.81076	0.455452	0.00767878	1.69675	0.47396	0.00173678	0.00279196
20011	-0.0145698	0.0316147	3.84868	1.81335	0.471162	-1.78858	0.24057	3.578	1.80317	0.50396	0.0138738	1.57356	0.486964	0.00301068	0.00304341
20012	0.107779	0.0807226	3.46904	1.78801	0.515418	-1.70638	0.279887	4.01786	1.90728	0.474702	0.0120524	1.64558	0.493568	0.00267773	0.00335109
20013	0.0453319	0.106748	3.83696	1.87828	0.489523	-1.70744	0.285758	3.8544	1.91644	0.497209	0.0104305	1.5361	0.493375	0.00210774	0.00357656
20014	0.0406315	0.0791778	3.98448	1.82597	0.458271	-1.64459	0.30036	3.94012	1.91972	0.487224	0.0172261	1.41999	0.472666	0.00325619	0.00390293
20015	0.047691	0.0226039	3.77071	1.81071	0.480203	-1.60143	0.403923	3.812	1.89769	0.497819	0.0534651	1.35981	0.489059	0.00971204	0.00423959
20016	0.0174234	0.0441965	3.57332	1.74298	0.487778	-1.5074	0.487244	3.95936	1.82939	0.462041	0.0844235	1.16254	0.47425	0.0135573	0.00450906
20017	0.103231	0.119214	3.90835	1.74077	0.445399	-1.43567	0.546295	3.95523	1.86534	0.471614	0.0770194	1.18411	0.458584	0.0124934	0.0047683
20018	0.38988	0.388216	3.77814	1.86243	0.492949	-1.17731	0.833005	3.84577	1.82911	0.475616	0.0805492	1.22805	0.484206	0.0132274	0.00501095
20019	0.354778	0.378792	3.50694	1.81137	0.516509	-1.18916	0.858801	4.01761	1.86374	0.463892	0.0966578	1.19188	0.488415	0.0154394	0.00525967
20020	0.438074	0.429484	3.51543	1.76404	0.501798	-0.890677	1.03778	3.99766	2.05179	0.513246	0.209577	0.882789	0.507889	0.0236805	0.00552964
20021	0.350765	0.338278	3.54168	1.6422	0.463676	-0.897002	1.08146	3.85573	1.88107	0.487862	0.35475	0.778461	0.476283	0.037731	0.00569761
20022	0.386584	0.37722	3.83325	1.81505	0.473503	-0.88284	1.14613	3.92925	1.8916	0.481414	0.366895	0.805718	0.477507	0.0383655	0.00595841
20023	0.381851	0.326167	3.65394	1.68489	0.461115	-0.792812	1.20779	4.03122	2.00635	0.497704	0.563293	0.689916	0.480308	0.0500328	0.00607506
20024	0.304409	0.27834	4.18949	1.73026	0.413001	-0.759585	1.27185	3.7019	1.77774	0.480225	0.871894	0.566042	0.444536	0.0657509	0.00628553
20025	0.340608	0.315222	3.66225	1.73125	0.472728	-0.668712	1.3434	3.54655	1.66418	0.46924	1.03772	0.509364	0.471012	0.0722493	0.00642354
20026	0.361277	0.311039	3.85458	1.67156	0.433656	-0.563382	1.4246	4.04153	1.68494	0.416905	1.45031	0.427497	0.425082	0.0845888	0.00654007
20027	0.234095	0.27432	3.86748	1.71449	0.44331	-0.555073	1.43487	3.88021	1.58163	0.407616	2.16266	0.311393	0.425434	0.0927294	0.00684991
20028	0.30029	0.303862	4.16174	1.83321	0.440492	-0.571629	1.4288	4.01191	1.69268	0.421913	1.66457	0.380122	0.431373	0.082377	0.00713915
20029	0.35249	0.370739	3.72501	1.96988	0.528824	-0.427803	1.49014	3.96531	1.75155	0.441717	2.05804	0.304429	0.48391	0.0776785	0.00737268
20030	0.325846	0.332522	4.01483	1.97817	0.492717	-0.462053	1.49352	3.85556	1.73592	0.450239	2.17131	0.310392	0.471908	0.0832207	0.00750452
20031	0.273273	0.248347	3.76396	1.84554	0.49032	-0.484799	1.49779	3.77552	1.70897	0.452643	2.71652	0.287337	0.471453	0.0989799	0.00774671
20032	0.201233	0.195325	3.65046	1.71095	0.468695	-0.437893	1.57413	3.96432	1.78479	0.450214	4.65403	0.204241	0.459073	0.119738	0.00777714
20033	0.223332	0.199106	3.68344	1.79947	0.48853	-0.462568	1.54545	3.49551	1.63203	0.466894	3.85292	0.235229	0.477995	0.116705	0.00816149
20034	0.138469	0.180008	3.78286	1.87758	0.496339	-0.450902	1.63776	3.59839	1.63103	0.453266	6.11769	0.173679	0.47534	0.131561	0.0084223
20035	0.176082	0.170553	3.8145	1.80352	0.472806	-0.321108	1.67235	3.55147	1.76296	0.496403	9.12381	0.123599	0.484183	0.136573	0.00872829
20036	0.218319	0.225479	3.62032	1.7162	0.474045	-0.297152	1.73812	3.70489	1.78537	0.481896	8.61117	0.132855	0.478016	0.140481	0.00909797
20037	0.287378	0.219228	3.76414	1.7569	0.466746	-0.296027	1.73258	3.85031	1.7911	0.465184	6.72881	0.170181	0.465956	0.139011	0.0092934
20038	0.291647	0.31011	3.59702	1.7528	0.487293	-0.343366	1.69267	3.55918	1.69298	0.475667	4.74024	0.201621	0.481511	0.121845	0.00954268
20039	0.403572	0.354336	3.6126	1.82272	0.504544	-0.34367	1.69887	3.60764	1.76203	0.488415	3.23757	0.279185	0.496485	0.112008	0.0097358
20040	0.309381	0.326599	3.65832	1.90192	0.519888	-0.391499	1.68565	3.65297	1.57322	0.43067	3.75996	0.245617	0.475311	0.117341	0.0101227
20041	0.347202	0.292176	3.59833	1.86715	0.518893	-0.266083	1.74401	3.75147	1.72754	0.460496	5.60416	0.188059	0.489086	0.127907	0.0103687
20042	0.236466	0.264198	3.90771	1.72654	0.441829	-0.191891	1.80275	3.86387	1.89098	0.4894	12.9007	0.0917448	0.46548	0.140651	0.010536
20043	0.296034	0.267006	3.71125	1.64879	0.444269	-0.194296	1.79411	4.0593	1.82671	0.450007	9.69971	0.120212	0.447266	0.143712	0.0109027
20044	0.265204	0.320875	3.64052	1.78045	0.489066	-0.159095	1.75112	3.82738	1.91009	0.499059	11.3626	0.0900148	0.494187	0.121759	0.0111586
20045	0.248789	0.254555	3.70033	1.74902	0.472667	-0.152501	1.8299	3.62087	1.70074	0.469704	15.4112	0.0805168	0.471201	0.152497	0.0115099
20046	0.282718	0.239339	3.89166	1.7884	0.459547	-0.0351767	1.94078	3.44417	1.65092	0.479337	28.6461	0.0505286	0.468838	0.173917	0.0117992
20047	0.322385	0.251126	3.69997	1.82414	0.493014	0.00792803	1.97141	3.78835	1.71679	0.453176	29.928	0.0494414	0.47286	0.172901	0.0122064
20048	0.340208	0.328958	3.77111	1.68794	0.447597	-0.0158757	2.01676	3.94757	1.9546	0.495141	22.4667	0.0633979	0.471912	0.163609	0.0123063
20049	0.307733	0.321783	3.71431	1.78685	0.481071	0.165298	2.11655	3.86528	1.9865	0.513935	158.774	0.010144	0.49783	0.175954	0.0125261
20050	0.227324	0.295573	3.74866	1.74859	0.466457	0.162079	2.21339	3.89894	1.83128	0.469687	864.016	0.00212845	0.468104	0.204445	0.0125979
20051	0.232433	0.300557	3.6341	1.8874	0.519358	0.250879	2.24147	3.72655	1.78984	0.480294	11071.1	0.000170135	0.499581	0.203975	0.0129031
20052	0.374327	0.365861	4.09706	1.8917	0.461721	0.338647	2.28161	3.6548	1.7411	0.476388	2882.93	0.000636521	0.468636	0.20172	0.0131672
20053	0.349495	0.359273	3.71661	1.83656	0.494149	0.329445	2.29412	4.06094	1.97334	0.485931	9312.19	0.000201007	0.489858	0.197286	0.0132177
20054	0.430469	0.401493	3.76093	1.85506	0.493247	0.33529	2.34547	3.75553	1.93499	0.515239	417.154	0.00452956	0.504235	0.199615	0.0136036
20055	0.458844	0.449358	3.85657	1.77691	0.460748	0.355744	2.36106	3.49115	1.83329	0.525124	343.813	0.00531483	0.491336	0.202045	0.0137241
20056	0.437124	0.433128	4.00982	1.84389	0.459844	0.299588	2.33536	3.82074	1.8907	0.494852	191.291	0.00945812	0.476926	0.195074	0.0139201
20057	0.388575	0.380378	3.8305	1.71677	0.448184	0.334466	2.31106	3.58698	1.9034	0.530643	1273.15	0.0014639	0.48806	0.204798	0.0140578
20058	0.391704	0.379671	4.12947	1.78041	0.431146	0.337817	2.30429	3.87747	1.8248	0.470616	1275.63	0.0014519	0.45026	0.204449	0.0141242
20059	0.352001	0.392915	3.66839	1.73816	0.473821	0.300586	2.40211	3.83158	1.80409	0.470848	1527.08	0.00132176	0.472302	0.22182	0.0142442
20060	0.355998	0.340884	3.94439	1.8441	0.467524	0.410705	2.3927	3.86389	1.67092	0.432446	1406.68	0.00149641	0.450166	0.230518	0.014552
20061	0.365884	0.386183	3.68573	1.78957	0.485539	0.354784	2.35356	3.61717	1.63013	0.450664	31415.5	6.16029e-05	0.468265	0.22064	0.0148235
20062	0.409453	0.392676	3.85499	1.75531	0.455334	0.402457	2.38096	3.7571	1.76469	0.469695	80777.0	2.44702e-05	0.462422	0.219306	0.0150782
20063	0.412774	0.445011	4.07727	1.78698	0.438279	0.590807	2.50381	3.84094	1.83123	0.476767	133.731	0.0158477	0.456949	0.226615	0.0153532
20064	0.523562	0.506063	3.9321	1.90962	0.48565	0.540923	2.49376	3.96951	1.90347	0.479522	13108.6	0.000150701	0.482571	0.205824	0.0156708
20065	0.41532	0.432481	3.74918	1.83935	0.4906	0.462984	2.53083	3.94816	1.84341	0.466903	1938.08	0.00113594	0.478445	0.230205	0.0158733
20066	0.480842	0.494306	4.06548	1.87558	0.461342	0.497517	2.52659	3.85029	1.9456	0.505314	14854.8	0.000139019	0.482731	0.212816	0.0160325
20067	0.448937	0.515184	3.73137	1.86266	0.49919	0.528929	2.59156	3.66775	1.86019	0.507173	673.781	0.00319936	0.503147	0.224604	0.0162881
20068	0.490645	0.551854	3.83262	1.93584	0.505094	0.667588	2.68006	3.97617	1.82835	0.459828	144.664	0.0156544	0.482045	0.231339	0.0164893
20069	0.555495	0.506346	3.7724	1.76379	0.467552	0.646634	2.6821	3.97288	1.68166	0.423285	569.911	0.00415318	0.444845	0.255764	0.0168306
20070	0.569315	0.536218	3.76158	1.81684	0.483	0.619575	2.69122	4.07504	1.91873	0.47085	1838.45	0.00126303	0.476682	0.237196	0.0171333
20071	0.539052	0.522357	4.08636	1.76438	0.431773	0.689127	2.67391	3.88132	1.95585	0.503915	205.536	0.0112613	0.466916	0.237362	0.0173917
20072	0.517421	0.521642	3.97123	1.83743	0.462684	0.593523	2.63501	3.91568	1.82717	0.466629	771.172	0.00289579	0.464642	0.233626	0.0175903
20073	0.63222	0.596863	3.91359	1.85558	0.474139	0.634867	2.63208	3.84407	1.78862	0.465294	591006.0	3.5043e-06	0.469756	0.221366	0.0177177
20074	0.619291	0.538383	3.82478	1.87578	0.490428	0.745565	2.686	3.77418	1.78166	0.472065	289.257	0.0079726	0.481307	0.239789	0.0180264
20075	0.542134	0.512978	4.22254	1.89544	0.448886	0.683841	2.69536	3.66879	1.67226	0.455809	237.183	0.0100404	0.452105	0.250325	0.0179561
20076	0.483644	0.518314	3.55852	1.83937	0.516892	0.745274	2.66969	3.78152	1.68138	0.444631	67.6176	0.034225	0.479664	0.247451	0.0183195
20077	0.46406	0.485648	3.81193	1.8495	0.485188	0.726653	2.67219	3.41142	1.67202	0.490123	69.3347	0.0344775	0.487519	0.253498	0.0186063
20078	0.400691	0.439311	3.62152	1.90373	0.525672	0.726864	2.71317	3.9806	1.97293	0.495637	48.5996	0.0531944	0.509945	0.250151	0.0190357
20079	0.514236	0.485577	3.71604	1.79802	0.483854	0.670635	2.69509	3.94523	1.98256	0.502521	199.584	0.0122303	0.493467	0.244138	0.019179
20080	0.401806	0.449696	3.76357	1.82181	0.484065	0.700635	2.73423	4.10297	1.98525	0.483858	58.4452	0.0446494	0.483957	0.25534	0.0196074
