cycle	Zbar1	Gbar1	VP1	VG1	h21	Zbar2	Gbar2	VP2	VG2	h22	h2b	h2b_denom	h2w	Qst	Fst
20000	-0.169991	-0.148892	3.89874	2.01788	0.517574	-2.07044	-0.0992018	4.01579	2.09103	0.520702	0.000683646	1.80585	0.519161	0.000150282	0.000388386
20001	-0.130695	-0.117604	3.97673	1.94141	0.488193	-2.11715	-0.0401713	4.07966	2.03045	0.4977	0.00151945	1.97301	0.493007	0.000377439	0.000644188
20002	-0.0538265	-0.041576	3.80415	1.83912	0.48345	-1.95563	0.0283087	4.26393	1.96568	0.461002	0.00135031	1.80842	0.471586	0.000320959	0.000920125
20003	-0.0153587	0.0242866	3.72218	1.84785	0.496443	-2.00963	0.031229	3.68895	1.76413	0.478219	1.21185e-05	1.98857	0.487372	3.33756e-06	0.00113472
20004	0.0261951	0.0169275	3.84536	1.86226	0.484289	-1.90378	0.0763488	3.97777	1.93744	0.487067	0.000947942	1.8624	0.485701	0.000232376	0.00137258
20005	0.0208959	0.0270313	3.96264	1.89589	0.478442	-1.87111	0.155562	3.9416	1.88303	0.477733	0.00461497	1.78985	0.478088	0.00109227	0.00163038
20006	0.0670332	0.061022	3.77948	1.92351	0.508935	-1.83301	0.187121	4.35669	1.94578	0.446618	0.00440448	1.80508	0.475566	0.00102684	0.00187705
20007	0.0816765	0.0401199	3.99314	1.81137	0.453621	-1.85668	0.143056	3.69577	1.7657	0.477762	0.00282013	1.87861	0.465225	0.000740361	0.00210041
20008	0.00813599	0.00911894	3.95508	1.70728	0.431666	-1.67326	0.213855	3.76126	1.87271	0.497895	0.0148268	1.41355	0.463949	0.00292009	0.00229697
20009	0.11975	0.0592632	3.78215	1.85012	0.489172	-1.66038	0.342258	3.75672	1.86805	0.497257	0.0252728	1.58444	0.493201	0.00535861	0.00251417
20010	-0.0376409	-0.00738658	3.73805	1.86149	0.497984	-1.63207	0.384966	3.92293	1.81937	0.463779	0.0605541	1.2711	0.480469	0.0103524	0.00279154
20011	-0.00680222	-0.060347	4.02852	1.9257	0.478017	-1.58665	0.42243	3.84102	1.81526	0.472599	0.0933815	1.24797	0.475372	0.0153445	0.00304642
20012	-0.185585	-0.172604	3.84806	1.87277	0.48668	-1.62829	0.413017	3.68241	1.73383	0.470842	0.164771	1.04069	0.478935	0.0232318	0.00334776
20013	-0.294167	-0.24928	3.81788	1.90439	0.498808	-1.51188	0.513535	3.87477	1.86943	0.482462	0.392416	0.741415	0.490574	0.0371347	0.0036093
20014	-0.236109	-0.21923	3.65792	1.79625	0.491058	-1.47937	0.538179	4.16798	1.90285	0.456541	0.37114	0.772846	0.472675	0.0373416	0.0037903
20015	-0.361961	-0.265881	3.81682	1.77273	0.464453	-1.35786	0.624669	4.34369	2.07162	0.476927	0.79962	0.49591	0.471093	0.0490682	0.00414007
20016	-0.253831	-0.226764	4.13802	1.96178	0.474088	-1.37838	0.665477	3.64657	2.03376	0.557717	0.62952	0.632302	0.513263	0.0474705	0.00440415
20017	-0.169241	-0.176418	3.86759	1.95356	0.50511	-1.30084	0.674154	3.83754	1.86469	0.485909	0.56499	0.640253	0.495547	0.0452486	0.00468652
