cycle	Zbar1	Gbar1	VP1	VG1	h21	Zbar2	Gbar2	VP2	VG2	h22	h2b	h2b_denom	h2w	Qst	Fst
20000	-0.00190162	-0.0172496	3.84976	1.75671	0.456318	-2.05104	0.0460103	4.01307	1.83008	0.456029	0.000953043	2.09949	0.45617	0.000278989	0.000377247
20001	0.0134221	-0.00694579	3.94483	1.86735	0.473365	-1.9134	0.081944	3.58191	1.68021	0.469083	0.00212823	1.85633	0.471327	0.000556788	0.00059251
20002	-0.109476	-0.0504994	4.0371	1.95118	0.483312	-1.85664	0.101682	3.89215	1.74901	0.449368	0.00758676	1.52629	0.46665	0.00156306	0.000843147
20003	-0.133206	-0.112507	4.01233	1.85013	0.461112	-1.95315	0.136539	3.92736	1.79911	0.458098	0.018726	1.65609	0.459621	0.00423324	0.00113407
20004	-0.143922	-0.133226	3.71231	1.79107	0.482467	-1.75268	0.27635	3.67635	1.78078	0.484388	0.0648166	1.29405	0.483423	0.0116108	0.00133508
20005	-0.0428284	-0.0122072	3.85851	1.84556	0.478309	-1.60998	0.413362	3.56337	1.68589	0.473116	0.0737425	1.22798	0.475816	0.0126651	0.00160392
20006	-0.0261753	-0.0187584	3.9513	1.83476	0.464345	-1.61952	0.50595	3.8671	1.75842	0.454713	0.108447	1.26937	0.459581	0.0188048	0.00183253
20007	-0.210247	-0.111245	3.86939	1.78653	0.461709	-1.27925	0.664451	3.9647	1.77953	0.448842	0.526538	0.571379	0.455197	0.0404949	0.00216078
20008	-0.0712581	-0.0922355	3.56626	1.78932	0.501735	-1.30867	0.736305	3.72142	1.85459	0.498357	0.448335	0.765588	0.50001	0.0450008	0.00243943
20009	-0.257973	-0.16013	3.71669	1.70484	0.4587	-1.22979	0.834707	3.69697	1.84123	0.498038	1.04794	0.472213	0.478316	0.065254	0.0027551
20010	-0.199983	-0.169647	3.61279	1.64979	0.456652	-1.03977	0.875675	3.84552	1.79809	0.467581	1.54939	0.352622	0.462287	0.0734473	0.00296574
20011	-0.142639	-0.15697	3.91529	1.8213	0.465177	-1.16468	0.88893	3.8019	1.82931	0.481156	1.04723	0.522286	0.473049	0.0697243	0.00318908
20012	-0.226166	-0.169876	3.49259	1.68931	0.483685	-1.11654	0.923621	3.77836	1.73584	0.459416	1.5083	0.396385	0.471074	0.0803074	0.0035645
20013	-0.184669	-0.14961	3.93453	1.87169	0.475708	-1.00865	0.991127	3.59104	1.66172	0.462741	1.91663	0.339472	0.46952	0.0843462	0.00377816
20014	-0.225707	-0.186991	3.79557	1.8444	0.485936	-0.997946	1.02995	3.62831	1.76095	0.485335	2.48334	0.298176	0.485642	0.09317	0.00401314
20015	-0.186333	-0.223964	3.83151	1.86817	0.487581	-1.00245	1.02458	3.77862	1.83523	0.485689	2.3405	0.33302	0.486642	0.0952557	0.00422095
20016	-0.221889	-0.228897	3.75093	1.93395	0.515591	-0.895708	1.11726	4.18997	2.00594	0.478747	3.99123	0.227016	0.496151	0.103175	0.00443528
20017	-0.173441	-0.246656	4.03297	1.75849	0.436028	-0.829514	1.18877	3.7065	1.83302	0.494544	4.78693	0.215216	0.464052	0.125489	0.00479792
20018	-0.26661	-0.264282	3.96696	1.83115	0.4616	-0.808513	1.19294	3.89105	1.81311	0.465969	7.23117	0.14683	0.463763	0.127207	0.00499204
20019	-0.335944	-0.301645	4.01038	1.89834	0.473356	-0.770103	1.18054	3.79629	2.0139	0.530491	11.6549	0.0942469	0.50114	0.123157	0.0051922
20020	-0.302803	-0.319517	3.8689	1.94782	0.503456	-0.801506	1.20804	4.17355	1.89168	0.453255	9.3823	0.124352	0.477405	0.131953	0.0053456
20021	-0.403495	-0.369825	3.74333	1.84818	0.493725	-0.705737	1.2487	3.9353	1.83044	0.465132	28.6769	0.0456749	0.479071	0.15119	0.00551666
20022	-0.310532	-0.346236	3.86105	1.90087	0.492319	-0.739324	1.27157	4.05009	1.91978	0.474009	14.235	0.0919312	0.482945	0.14628	0.00566003
20023	-0.303867	-0.344791	4.04814	1.84582	0.455968	-0.682187	1.34657	3.96769	2.01372	0.50753	19.9874	0.0715628	0.48149	0.156399	0.00586303
20024	-0.314216	-0.287551	3.86651	1.78642	0.462022	-0.633241	1.37644	4.01018	1.96494	0.489988	27.205	0.0508886	0.47626	0.155844	0.00618827
20025	-0.333583	-0.359067	3.66433	1.69624	0.462906	-0.61153	1.35937	3.78292	2.001	0.528955	38.2246	0.0386274	0.496456	0.166513	0.00645321
20026	-0.403421	-0.365838	3.55277	1.7226	0.48486	-0.517618	1.43268	4.04137	1.81722	0.449654	248.042	0.00652039	0.466125	0.186041	0.00669742
20027	-0.430543	-0.411532	3.9204	1.87989	0.479515	-0.610059	1.3899	3.90408	1.74054	0.445826	100.701	0.0161129	0.462706	0.18314	0.00700251
20028	-0.383505	-0.367043	3.84582	1.89592	0.492982	-0.619421	1.41831	3.87607	1.80443	0.465531	57.2708	0.0278282	0.479203	0.177265	0.00725523
20029	-0.25152	-0.294118	3.88313	1.84352	0.474751	-0.65492	1.36916	3.86058	1.83773	0.476025	17.0004	0.0813657	0.475386	0.158229	0.00762281
20030	-0.250585	-0.274814	3.82612	1.80639	0.472119	-0.503036	1.45382	3.91531	1.77684	0.453819	46.8867	0.0318658	0.462864	0.172587	0.00796783
20031	-0.19435	-0.221507	4.00793	1.77691	0.443349	-0.436117	1.53815	4.18692	1.87058	0.446768	52.9736	0.0292258	0.445095	0.175145	0.00813669
20032	-0.194974	-0.221962	3.94832	1.87205	0.47414	-0.34062	1.59411	3.82804	1.83284	0.478793	155.478	0.0106064	0.47643	0.182114	0.00826438
20033	-0.0885777	-0.213212	3.84655	1.85822	0.483088	-0.269864	1.67343	3.86086	1.78015	0.461075	108.305	0.0164324	0.472061	0.196592	0.00856574
20034	-0.276858	-0.251303	4.05585	1.84941	0.455986	-0.302167	1.68001	3.99526	1.79805	0.450045	5823.04	0.000320277	0.453038	0.203685	0.00877747
20035	-0.1403	-0.168255	4.00336	1.86161	0.465013	-0.242465	1.73996	3.59709	1.76634	0.491046	348.861	0.00521879	0.477333	0.200667	0.00896457
20036	-0.10571	-0.126531	3.74162	1.76869	0.472706	-0.272834	1.73081	3.98667	1.81924	0.456331	123.512	0.0139651	0.464259	0.193867	0.0093472
20037	-0.0926218	-0.100286	3.99599	1.91339	0.478828	-0.134289	1.84731	3.48208	1.73393	0.497958	2184.81	0.000868066	0.487735	0.206427	0.00960106
20038	-0.190182	-0.103835	3.64896	1.96691	0.539032	-0.100915	1.90554	3.87081	1.87281	0.48383	506.683	0.00398433	0.510617	0.208243	0.00980411
20039	-0.0910445	-0.0907668	4.06422	1.80778	0.444804	-0.0502443	1.92337	3.83626	1.86453	0.486027	2436.98	0.000832328	0.464821	0.21649	0.00992421
20040	-0.126862	-0.129693	3.65263	1.8298	0.500955	-0.102362	1.94051	3.69553	1.87957	0.508606	7139.7	0.000300135	0.504803	0.224199	0.01015
20041	-0.103283	-0.14759	3.80498	1.70386	0.447798	-0.158202	1.8825	3.95049	1.73119	0.438222	1366.42	0.00150806	0.44292	0.230824	0.0104222
20042	-0.0510904	-0.0272676	3.54099	1.66912	0.471371	-0.05683	1.9549	3.80853	1.80349	0.473541	119264.0	1.64718e-05	0.472496	0.220576	0.0107159
20043	0.0432658	0.0156635	3.71748	1.73893	0.467771	-0.122436	1.87718	3.51729	1.91496	0.544443	126.207	0.0137285	0.505046	0.191731	0.0110139
20044	0.050885	0.101437	3.68498	1.6675	0.452514	-0.0132749	1.93418	4.23035	1.92071	0.454031	815.975	0.00205824	0.453324	0.189722	0.011007
20045	0.0371812	0.0743031	3.85004	1.84286	0.47866	-0.0170352	1.91968	3.85106	1.79717	0.466669	1158.54	0.00146971	0.472664	0.18963	0.0113319
20046	-0.0122362	0.0069548	3.75874	1.80334	0.479773	-0.161661	1.89516	3.62962	1.85219	0.510298	159.68	0.0111639	0.494769	0.19611	0.0116455
20047	0.0989454	0.0515728	3.71273	1.78182	0.479921	-0.16232	1.83905	3.85615	1.93103	0.500767	46.8079	0.0341298	0.490541	0.17712	0.0117775
20048	0.0421554	0.0248036	3.84181	1.84347	0.479843	-0.203173	1.81972	4.15325	1.93122	0.464989	53.5299	0.0300929	0.472127	0.175927	0.0118383
20049	0.0595913	0.00960166	3.98741	1.89177	0.474437	-0.171592	1.86711	3.88908	2.00753	0.516195	64.5579	0.0267229	0.495055	0.181218	0.0121427
20050	0.00363876	-0.0118827	3.81522	1.86675	0.489291	-0.0491715	1.92721	3.87925	1.91965	0.494851	1348.22	0.00139446	0.492094	0.198966	0.012399
20051	-0.0381115	-0.0118788	3.9226	1.76786	0.450686	-0.039983	1.99732	3.89052	1.86287	0.478823	1.15257e+06	1.75126e-06	0.464697	0.217592	0.0126425
20052	-0.100122	-0.0419393	4.07447	1.73215	0.425123	0.0623467	2.02168	3.44262	1.83054	0.531727	161.331	0.013198	0.473945	0.230164	0.0127641
20053	-0.0261418	-0.00231642	3.42304	1.69078	0.493941	-0.082455	1.96824	3.95614	1.75548	0.443736	1224.5	0.00158559	0.467025	0.219865	0.0128993
20054	-0.00478629	-0.00317097	3.57632	1.74308	0.487394	0.020606	2.00902	3.49301	1.7101	0.489577	6279.65	0.000322384	0.488472	0.226771	0.0131838
