cycle	Zbar1	Gbar1	VP1	VG1	h21	Zbar2	Gbar2	VP2	VG2	h22	h2b	h2b_denom	h2w	Qst	Fst
20000	0.19742	0.226733	4.15755	2.09318	0.503464	4.14548	0.113376	3.97576	1.84146	0.463173	0.000824388	7.79361	0.483769	0.000816202	0.000421978
20001	0.212459	0.254661	4.0916	2.18957	0.535138	4.00296	0.00718337	4.24913	2.00977	0.472985	0.00426263	7.18395	0.503475	0.00363468	0.000642229
20002	0.233732	0.205929	3.83789	1.96146	0.511078	3.97829	-0.0289438	4.14203	1.9445	0.469455	0.00393427	7.01086	0.489473	0.00352016	0.000882683
20003	0.268944	0.242286	4.12342	2.0601	0.49961	3.91773	-0.127328	4.03047	2.10355	0.521912	0.0102612	6.65681	0.510634	0.00814009	0.00121767
20004	0.341427	0.313212	4.3526	2.01847	0.463739	3.87973	-0.203199	4.06785	1.96105	0.482086	0.021301	6.2598	0.472602	0.0164853	0.00143626
20005	0.298352	0.313577	3.83111	1.9992	0.521834	3.81382	-0.237357	4.11922	2.07724	0.504281	0.0245603	6.17926	0.51274	0.0182836	0.00171464
20006	0.257044	0.255081	3.98869	1.9843	0.497481	3.69719	-0.266425	4.10452	2.14206	0.521877	0.0229808	5.91729	0.509854	0.0162184	0.00190273
20007	0.27458	0.264055	4.14691	2.05471	0.49548	3.68595	-0.338194	4.02041	2.12395	0.528291	0.031167	5.81872	0.511631	0.0212493	0.00209878
20008	0.282072	0.263011	3.85326	1.90327	0.493938	3.67798	-0.40372	4.01217	2.09374	0.521848	0.0385469	5.76609	0.508175	0.0270649	0.00231345
20009	0.122068	0.193252	4.08106	1.95453	0.478927	3.48924	-0.48081	4.20358	2.05859	0.489724	0.0400746	5.66892	0.484405	0.0275389	0.00257834
20010	0.153779	0.122569	4.15564	2.11887	0.509878	3.49001	-0.516868	4.44032	2.15284	0.484839	0.0367353	5.5652	0.496944	0.0233817	0.00286136
20011	0.0979904	0.0570351	3.74404	1.93071	0.515675	3.47812	-0.547036	4.1333	2.18049	0.527542	0.0319381	5.71264	0.521902	0.0217185	0.00305867
20012	0.0764059	-0.00537567	3.98581	1.96656	0.493391	3.34627	-0.617936	4.14012	1.99567	0.482032	0.0350944	5.34602	0.487604	0.0231392	0.00326731
20013	0.0722357	0.000930877	4.12005	1.97063	0.478303	3.28264	-0.635237	3.80578	1.98257	0.520935	0.0392668	5.15334	0.498774	0.0249673	0.00351713
20014	-0.201734	-0.122454	3.85744	2.07827	0.538769	3.35792	-0.686606	4.05048	1.95387	0.482381	0.0251175	6.33556	0.509887	0.0193607	0.0037598
20015	-0.111685	-0.117554	3.64653	1.90939	0.52362	3.30083	-0.714162	4.13888	2.08672	0.504174	0.0305654	5.82262	0.513282	0.0217936	0.00395832
20016	-0.254125	-0.133811	3.96495	1.85481	0.467803	3.30465	-0.687472	3.96747	1.9916	0.501981	0.0242039	6.33246	0.484897	0.0195442	0.00411283
20017	-0.127969	-0.13152	3.60528	1.86936	0.518505	3.30587	-0.723997	4.27142	2.13085	0.498861	0.0297703	5.89562	0.507853	0.0214778	0.00435071
20018	-0.21517	-0.195991	3.98095	2.13042	0.535155	3.30311	-0.719529	4.16942	1.97834	0.474488	0.0221429	6.18915	0.50412	0.0164118	0.00459544
20019	-0.172879	-0.247243	4.14808	2.27098	0.547477	3.0977	-0.809355	4.23722	2.15626	0.508886	0.0295391	5.34833	0.527977	0.0175382	0.00476906
20020	-0.22646	-0.2005	3.97646	2.0921	0.526122	3.19772	-0.84779	4.30965	2.2545	0.523129	0.0357341	5.86252	0.524565	0.0235428	0.00488049
20021	-0.298829	-0.254469	4.1599	2.08377	0.500918	3.1165	-0.967593	3.84857	2.26901	0.589572	0.0435977	5.83225	0.543522	0.028393	0.00513202
20022	-0.263354	-0.288102	4.10514	2.05238	0.499954	2.94302	-1.03673	4.20999	2.18769	0.519643	0.054514	5.14042	0.509922	0.0320033	0.00532317
20023	-0.328248	-0.289457	4.6555	2.12261	0.455936	2.89747	-1.04158	4.25067	2.17363	0.511362	0.0543654	5.20261	0.482389	0.0318838	0.00560535
20024	-0.273266	-0.295261	3.89153	2.04185	0.524689	2.86776	-1.15011	4.06554	2.06874	0.508846	0.0740683	4.93303	0.516595	0.0425731	0.00582806
20025	-0.259491	-0.273376	4.02487	2.04102	0.507102	2.82333	-1.18352	4.20373	2.18542	0.519876	0.0871608	4.7519	0.513628	0.0467322	0.00603182
20026	-0.251931	-0.217422	4.0174	2.12816	0.529735	2.71361	-1.21401	4.27203	2.24285	0.525008	0.112935	4.39721	0.527299	0.0537779	0.00624742
20027	-0.267301	-0.188366	4.47079	2.1935	0.49063	2.79386	-1.26944	4.16908	2.18129	0.523207	0.124721	4.68535	0.50635	0.0626355	0.0065296
20028	-0.113174	-0.0924166	3.93277	2.13424	0.54268	2.63823	-1.33039	4.01716	2.0385	0.507447	0.202448	3.7851	0.524877	0.0841371	0.00675543
20029	-0.114919	-0.0642482	3.9064	2.06627	0.528946	2.47252	-1.49972	4.38144	1.99905	0.456253	0.307785	3.34743	0.490517	0.112515	0.00694188
20030	-0.0876163	-0.056759	3.9288	2.07672	0.52859	2.48979	-1.52402	3.65356	1.76563	0.483263	0.324079	3.3215	0.506749	0.122918	0.00731974
20031	-0.0698769	-0.0477913	4.09243	2.04876	0.500621	2.50757	-1.53981	3.87617	2.02344	0.522021	0.335094	3.32161	0.51103	0.120286	0.0075836
20032	-0.00949501	-0.0523483	3.92189	1.97257	0.502963	2.44309	-1.56733	3.59692	1.99384	0.55432	0.381565	3.0076	0.527531	0.126436	0.00771869
20033	-0.090788	-0.0750473	3.83399	1.85981	0.485084	2.4375	-1.60828	3.90496	1.97106	0.504758	0.36776	3.19611	0.495011	0.133065	0.00795257
20034	-0.121737	-0.104087	3.8067	1.88482	0.495132	2.37464	-1.60449	3.87197	1.82493	0.471319	0.361236	3.11596	0.483124	0.131782	0.00831093
20035	-0.084213	-0.0820713	4.00428	1.92517	0.480778	2.26962	-1.61882	3.75307	1.83986	0.49023	0.426237	2.77027	0.485351	0.135613	0.00859535
20036	-0.0449911	-0.0643917	3.86312	1.92321	0.497838	2.40442	-1.65253	3.79809	2.02924	0.53428	0.42039	2.99981	0.515904	0.137643	0.00885258
20037	-0.127948	-0.0783647	4.17348	1.91974	0.459987	2.37026	-1.65474	4.15042	2.03442	0.490171	0.398162	3.12053	0.475037	0.135837	0.00903524
20038	0.124801	0.0485751	3.84499	1.73637	0.451592	2.23811	-1.69978	3.89249	2.11583	0.543567	0.684434	2.23305	0.497862	0.165607	0.00934032
20039	-0.0204937	0.0697134	4.06343	1.86425	0.458787	2.29871	-1.70347	4.0242	2.15239	0.534861	0.58456	2.68936	0.49664	0.163737	0.00969386
20040	-0.019267	0.0235678	3.90603	1.97554	0.505767	2.24365	-1.73646	3.85501	2.03844	0.528776	0.604926	2.56041	0.517196	0.161798	0.00983519
20041	0.00808694	-0.0372178	3.7633	1.98304	0.526942	2.35035	-1.7143	3.77259	1.99185	0.52798	0.512673	2.7431	0.527461	0.150374	0.010097
20042	-0.073244	-0.0482473	3.9057	1.88326	0.482184	2.32546	-1.73863	3.92001	1.94615	0.496465	0.496608	2.8769	0.489337	0.157281	0.0104095
20043	-0.0758321	-0.0799652	3.92709	2.01865	0.514031	2.14747	-1.80164	3.99735	1.92643	0.481928	0.599661	2.47153	0.497837	0.158201	0.0107157
20044	-0.0761121	-0.0909097	3.68719	1.89487	0.513907	2.16394	-1.90052	4.03963	1.72678	0.427461	0.652608	2.50892	0.468712	0.184447	0.0111362
20045	-0.126436	-0.121767	3.89565	2.05081	0.526436	2.12038	-1.87751	4.01219	1.92314	0.479324	0.610644	2.52409	0.502533	0.162496	0.0114624
20046	-0.126389	-0.124033	3.83991	1.96139	0.510792	2.0472	-1.87589	4.0606	2.03824	0.501955	0.649596	2.36223	0.50625	0.161021	0.0116942
20047	-0.0758553	-0.0818176	3.82224	1.91685	0.5015	2.13924	-1.84542	4.09203	1.98113	0.484144	0.633895	2.45333	0.492526	0.166376	0.011987
20048	-0.0148229	-0.0205328	3.89824	1.83461	0.470625	2.02349	-1.94776	3.87415	1.97592	0.510027	0.89397	2.07737	0.490265	0.196014	0.012248
20049	0.0186055	-0.00717185	3.70461	1.88874	0.509835	2.10523	-1.89926	4.13072	2.00979	0.486547	0.822234	2.177	0.497558	0.186786	0.0125952
20050	-0.0822317	-0.0441237	3.81817	1.96395	0.514371	2.11765	-1.92231	4.24514	2.10922	0.496855	0.728921	2.41973	0.505149	0.178052	0.0128013
20051	0.0326003	0.0339408	3.98042	2.04286	0.513227	2.0788	-1.93569	4.00999	2.10671	0.525366	0.926559	2.09347	0.519319	0.189524	0.0129987
20052	-0.0200836	0.00793521	4.00103	1.95148	0.487743	2.05301	-1.95755	4.15243	1.9702	0.474469	0.89888	2.14887	0.480983	0.197684	0.0133055
20053	-0.0519834	-0.00771575	3.80341	1.85565	0.487891	1.95397	-2.0001	4.06609	2.10611	0.517969	0.986516	2.01192	0.503432	0.200396	0.0137303
20054	-0.0987948	-0.0316258	3.79634	2.00479	0.528086	1.97379	-1.97569	4.29228	2.10517	0.490456	0.879828	2.14781	0.508117	0.186997	0.0138429
20055	-0.0377357	-0.0547027	3.98997	2.075	0.520053	2.05801	-1.96681	3.99699	2.0783	0.519966	0.832433	2.19607	0.52001	0.180453	0.0140408
20056	-0.116354	-0.0934164	3.74628	2.09641	0.559599	2.06004	-1.96089	3.82167	1.98913	0.520487	0.73627	2.36834	0.539848	0.175944	0.0143197
20057	0.0322176	0.00197283	3.71595	1.97395	0.53121	2.03153	-1.96817	3.95352	1.89805	0.48009	0.971035	1.99862	0.504858	0.200471	0.0145221
20058	-0.0573756	-0.023225	4.01414	1.99859	0.497887	1.98696	-2.02447	4.07464	1.83188	0.449581	0.958289	2.08966	0.473554	0.207306	0.0148435
20059	0.0306447	0.0268103	3.77915	1.88478	0.498731	1.77807	-2.11559	4.15584	1.902	0.457669	1.50316	1.52675	0.477225	0.232642	0.0150736
20060	0.119713	0.0622964	3.96884	1.87659	0.47283	1.92361	-2.15891	3.92121	1.79684	0.458237	1.51618	1.62703	0.465578	0.251463	0.0152912
20061	0.102543	0.0759823	3.99909	1.90507	0.476376	1.83811	-2.19583	3.66548	1.93127	0.52688	1.71343	1.50609	0.500529	0.251778	0.0155914
20062	0.224701	0.184631	3.76716	1.85322	0.491941	1.7164	-2.27151	3.59757	1.8813	0.522934	2.7111	1.11258	0.507081	0.287772	0.0156859
20063	0.188063	0.205032	4.09266	1.85542	0.453353	1.60674	-2.33611	4.28595	1.98561	0.463283	3.20841	1.00633	0.458433	0.296024	0.016032
20064	0.14286	0.138441	3.99594	1.78797	0.447446	1.67589	-2.34992	3.9965	1.90526	0.476731	2.63467	1.17509	0.462089	0.295453	0.0161647
20065	0.0932929	0.0466546	3.75413	1.89848	0.505706	1.61075	-2.3713	3.81021	1.94416	0.510252	2.53902	1.15133	0.507996	0.275657	0.0165313
20066	0.1318	0.104525	4.08953	2.04939	0.501131	1.56905	-2.47671	4.00882	1.93051	0.481565	3.22547	1.03284	0.491446	0.295148	0.0167087
20067	0.0627045	0.116832	4.18082	1.99568	0.477343	1.52735	-2.48185	3.79293	2.02376	0.533561	3.14805	1.07259	0.504084	0.295894	0.0170676
20068	-0.0113477	0.0380141	3.43578	1.77536	0.516727	1.49416	-2.49996	3.91663	1.96987	0.502949	2.84188	1.13328	0.509388	0.300789	0.0172947
20069	0.0714264	0.0705667	3.98517	1.88516	0.473045	1.48741	-2.55682	3.92493	1.93384	0.492706	3.44296	1.00251	0.482801	0.311353	0.0174194
20070	0.063825	0.0454146	3.98369	1.906	0.478449	1.39785	-2.62157	4.1474	2.10321	0.507115	3.99684	0.889806	0.493071	0.307361	0.0178637
20071	0.0603816	0.0850046	3.90155	1.88231	0.482451	1.41277	-2.55067	4.32308	1.964	0.454306	3.79823	0.914478	0.467657	0.311176	0.0183053
20072	0.00688633	0.0461503	3.72679	1.93023	0.517934	1.47358	-2.58976	3.95377	1.86456	0.47159	3.22987	1.07559	0.494077	0.314112	0.0186397
20073	-0.05348	-0.0375201	4.13188	2.09228	0.506376	1.38416	-2.60048	3.89507	1.88948	0.485095	3.1782	1.03341	0.49605	0.292103	0.0188565
20074	0.0869282	0.079791	4.04507	2.08393	0.515178	1.47061	-2.44596	3.61304	1.82355	0.504712	3.33203	0.957289	0.51024	0.289954	0.019263
20075	0.139952	0.120401	4.10908	1.97387	0.480367	1.54574	-2.48125	4.10117	1.97901	0.482549	3.42497	0.988124	0.481457	0.299864	0.0197198
20076	0.157226	0.112882	4.05355	1.94839	0.480662	1.50897	-2.4819	4.18517	2.04815	0.489382	3.68479	0.913609	0.485091	0.29646	0.0197421
