cycle	Zbar1	Gbar1	VP1	VG1	h21	Zbar2	Gbar2	VP2	VG2	h22	h2b	h2b_denom	h2w	Qst	Fst
20000	0.0154492	0.00769247	4.01367	1.94434	0.484429	-2.11792	-0.03082	3.85842	1.71012	0.443218	0.000325891	2.27562	0.46423	0.000101506	0.000365092
20001	0.00911743	0.0215192	3.79813	1.84795	0.486543	-2.03744	0.00588168	3.4809	1.81569	0.521617	5.83831e-05	2.09421	0.503316	1.66945e-05	0.000599861
20002	0.107637	0.0839593	4.01069	1.84789	0.460742	-2.00359	0.038182	4.07236	1.90297	0.467289	0.00047014	2.22865	0.46404	0.000139722	0.000899918
20003	0.0339705	0.0588851	4.00089	1.94309	0.485664	-2.01127	-0.0239078	4.10524	1.90947	0.465129	0.00163869	2.09151	0.475265	0.000444837	0.00119556
20004	0.0382415	0.0154662	3.64896	1.82614	0.500456	-1.98032	-0.0165711	3.90266	1.75942	0.450826	0.0002519	2.03729	0.474807	7.15946e-05	0.00144336
20005	-0.00815325	0.0216326	3.81045	1.69748	0.44548	-2.02678	0.00156082	3.72419	1.63834	0.43992	9.88684e-05	2.03743	0.442732	3.02073e-05	0.00173657
20006	0.0836651	0.0349711	3.80592	1.74043	0.457296	-2.05461	-0.0497361	3.73134	1.80832	0.484632	0.00156933	2.28611	0.470828	0.000505478	0.00192323
20007	0.153335	0.038174	3.75712	1.73827	0.462659	-2.06882	0.00852773	3.87563	1.89094	0.487905	0.000177987	2.46899	0.475478	6.05701e-05	0.00215362
20008	-0.00916228	0.007776	3.5206	1.70576	0.484509	-1.85124	0.0911693	3.74704	1.61347	0.430599	0.0020495	1.69662	0.456714	0.000523787	0.0023963
20009	0.0109716	0.0529326	3.66482	1.78726	0.48768	-1.87309	0.171518	3.82399	1.73764	0.454405	0.00396161	1.77485	0.470689	0.000996876	0.00275228
20010	0.0662092	0.00259418	4.40449	1.83179	0.415891	-1.77994	0.227555	3.80117	1.93244	0.508381	0.0148485	1.70412	0.458736	0.00335149	0.00293702
20011	0.0378733	0.0100213	3.86513	1.90037	0.491669	-1.6114	0.400395	4.02374	2.02512	0.503293	0.0560243	1.36005	0.497598	0.00961675	0.00321268
20012	0.135388	0.0932251	3.99888	1.98823	0.497198	-1.399	0.607024	3.92004	1.86314	0.475285	0.112129	1.17717	0.486351	0.0168556	0.00355688
20013	0.0660468	0.0968899	4.13728	1.96932	0.475995	-1.37693	0.654325	3.82739	1.80442	0.471448	0.149235	1.04109	0.47381	0.02018	0.00379645
20014	0.118374	0.11807	3.72377	1.76056	0.47279	-1.39431	0.636015	4.1906	1.88294	0.449325	0.117238	1.14411	0.460366	0.0180833	0.00393808
20015	0.0728835	0.0537688	3.78958	1.84007	0.485561	-1.22814	0.687845	3.97717	1.84278	0.46334	0.237527	0.846333	0.474182	0.0265801	0.0042522
20016	0.0159009	0.0702308	3.71904	1.78968	0.481222	-1.20714	0.728889	3.66811	1.69154	0.461146	0.290027	0.747915	0.471253	0.0302285	0.00451259
20017	0.0886344	0.0674474	3.86883	1.77236	0.458112	-1.22526	0.765771	3.46598	1.6089	0.464199	0.282484	0.863155	0.460988	0.0348178	0.00474797
20018	0.0253548	0.0629226	4.29309	1.9778	0.460695	-1.14445	0.81084	3.61878	1.63546	0.451938	0.408775	0.684216	0.456689	0.0372791	0.0050734
20019	-0.0887135	0.0283513	3.85168	1.79784	0.466768	-1.16343	0.871794	3.67071	1.75894	0.479182	0.615917	0.577509	0.472826	0.0476443	0.00535163
20020	-0.0295571	-0.00494183	3.86371	1.82467	0.472259	-1.02319	0.910876	3.8972	1.94364	0.498727	0.849509	0.493651	0.48555	0.0527351	0.00547592
20021	-0.0789615	-0.0161346	3.85955	1.84064	0.476905	-1.11913	0.902721	4.16833	1.99595	0.478838	0.78035	0.540973	0.477908	0.0521719	0.00569267
20022	-0.00291254	-0.0115191	3.90833	2.08428	0.533292	-1.07307	0.915233	3.88933	1.88409	0.484426	0.749946	0.572621	0.508918	0.0513543	0.00588339
20023	-0.0768523	-0.128044	4.00376	1.94481	0.485748	-1.05795	0.912129	3.89381	1.94321	0.499051	1.12404	0.48128	0.492306	0.0650753	0.00613395
20024	-0.0507008	-0.064617	3.70267	1.84652	0.498699	-1.02468	0.990857	3.92843	1.90287	0.484384	1.17433	0.474322	0.49133	0.0691765	0.00642855
20025	-0.146963	-0.0921498	3.66801	1.87199	0.510355	-0.966157	1.08918	3.81862	1.80025	0.471441	2.07953	0.335539	0.490506	0.0868022	0.00679537
20026	-0.195135	-0.168981	3.88794	1.92853	0.496029	-0.978805	1.06066	3.75877	1.83524	0.488255	2.46201	0.30707	0.492208	0.0913077	0.00702027
20027	-0.200844	-0.171489	3.93271	1.93419	0.491821	-0.900385	1.12181	4.09748	1.87493	0.457582	3.41801	0.244679	0.47435	0.0989633	0.0071826
20028	-0.113049	-0.145319	4.06321	2.09713	0.516127	-0.876061	1.15029	3.71806	1.78178	0.479222	2.88325	0.291094	0.498493	0.0976694	0.00738095
20029	-0.0499752	-0.108182	3.9797	2.14123	0.538037	-0.84568	1.18949	3.7048	1.81404	0.489647	2.65965	0.316573	0.514707	0.0962413	0.00765187
20030	-0.114868	-0.149852	3.97834	2.13452	0.536535	-0.773356	1.23944	3.55164	1.75811	0.495014	4.45131	0.216803	0.516951	0.110338	0.00794925
20031	-0.149621	-0.160855	4.16042	2.0547	0.493869	-0.72062	1.24382	3.70959	1.89575	0.511039	6.05176	0.16302	0.501962	0.111055	0.00806511
20032	-0.153769	-0.166857	3.91074	2.10882	0.539239	-0.777563	1.22926	3.87734	1.77238	0.457114	5.00913	0.194559	0.498353	0.111595	0.00838431
20033	-0.105208	-0.189265	4.05384	1.92924	0.475905	-0.649362	1.28331	3.72149	1.85828	0.499338	7.32336	0.148052	0.487121	0.125266	0.00869974
20034	-0.141943	-0.198775	3.99033	2.01767	0.505639	-0.695291	1.32239	3.66185	1.88942	0.515974	7.55715	0.153097	0.510585	0.129023	0.00892461
20035	-0.136632	-0.134392	4.20459	1.85417	0.440986	-0.623775	1.42683	3.98885	2.05242	0.51454	10.2711	0.118654	0.476795	0.134993	0.0091138
20036	-0.131243	-0.0640061	3.88716	1.97508	0.508103	-0.616417	1.42807	4.02507	1.96596	0.48843	9.45777	0.117697	0.498095	0.123803	0.00943726
20037	0.0214749	-0.0674304	4.02285	1.97339	0.490544	-0.580444	1.50542	3.70758	1.86658	0.503449	6.8281	0.181153	0.496733	0.138778	0.00959512
20038	-0.0808359	-0.129748	3.74056	1.9965	0.533742	-0.563604	1.50328	3.75229	1.84289	0.491137	11.4422	0.116532	0.512406	0.148017	0.00981911
20039	-0.00829073	-0.0535139	3.77038	1.95643	0.518895	-0.470263	1.52827	3.63477	1.91722	0.527468	11.7237	0.106709	0.523103	0.139089	0.0101841
20040	-0.0611655	-0.0494871	4.1794	1.98647	0.475301	-0.445201	1.58284	3.82504	1.89865	0.496374	18.0663	0.0737417	0.485371	0.146423	0.0104383
20041	-0.0294735	-0.0378731	3.90054	1.93195	0.495303	-0.341408	1.65929	3.94533	1.87104	0.47424	29.6019	0.0486515	0.484712	0.15927	0.010645
20042	0.0314006	0.0273336	3.88241	1.7606	0.453481	-0.454062	1.60813	3.95831	1.92052	0.485188	10.6032	0.117837	0.469488	0.14515	0.0108429
20043	0.156297	0.0972329	3.73699	1.8206	0.487183	-0.418185	1.61248	3.78386	1.87291	0.494974	6.95684	0.165015	0.491103	0.134561	0.0111164
20044	0.19247	0.0960021	3.94955	1.80618	0.457314	-0.303885	1.63085	3.4377	1.80004	0.523617	9.56187	0.123185	0.488168	0.140445	0.0114576
20045	0.0972878	0.118145	3.85808	1.92235	0.498264	-0.450963	1.56491	3.7237	1.8649	0.500821	6.96366	0.15029	0.49952	0.12145	0.0117571
20046	0.051619	0.137288	3.63105	1.88832	0.520047	-0.473234	1.58583	3.95265	1.99226	0.504032	7.61701	0.137735	0.5117	0.119133	0.012018
20047	0.0328098	0.0741681	3.92506	1.92179	0.48962	-0.478323	1.5527	3.74216	1.94431	0.519568	8.36742	0.130628	0.504237	0.123907	0.0121493
20048	0.0865418	0.102956	3.93044	1.81069	0.460683	-0.366548	1.65451	4.00453	1.82037	0.454578	11.7265	0.102645	0.457602	0.142241	0.0122476
20049	0.130752	0.098829	4.04973	1.91792	0.473592	-0.34265	1.62962	3.92478	1.92077	0.489396	10.4561	0.112055	0.48137	0.132463	0.0123471
20050	0.140894	0.132	3.76486	2.02293	0.537318	-0.393528	1.62343	3.72161	1.87759	0.50451	7.78822	0.142803	0.521009	0.124834	0.0126077
20051	0.196292	0.171481	4.24949	1.9611	0.461491	-0.346015	1.68639	3.6886	1.88909	0.512141	7.80339	0.147049	0.485027	0.129747	0.0129412
20052	0.171735	0.195507	4.41166	2.04202	0.462869	-0.342524	1.6828	3.74183	1.71337	0.457897	8.36426	0.132231	0.460587	0.128412	0.0130855
20053	0.154686	0.181717	3.85157	1.92036	0.498591	-0.255689	1.71244	3.87262	1.85152	0.478106	13.9133	0.084204	0.48832	0.134483	0.0133583
20054	0.0798028	0.0831445	3.93424	1.78706	0.454232	-0.282494	1.71012	3.975	1.84091	0.463123	20.1666	0.0656295	0.4587	0.154332	0.0134485
20055	0.0494598	-0.00069617	3.96445	2.04021	0.514626	-0.186935	1.82343	3.88532	1.80608	0.464848	59.5435	0.0279412	0.489988	0.177891	0.0136789
20056	-0.0794692	0.0112378	3.66115	1.93173	0.527628	-0.0896089	1.94202	3.98606	1.93657	0.485835	36258.6	5.14072e-05	0.505843	0.194229	0.0139793
20057	0.151616	0.0985615	4.05883	1.9012	0.468411	-0.23179	1.90743	3.85842	1.85875	0.481739	22.2586	0.0735001	0.474906	0.178757	0.014258
20058	0.124662	0.126505	3.67407	1.74757	0.475651	-0.114562	1.9458	3.9475	1.86822	0.473266	57.8359	0.0286139	0.474416	0.186304	0.0143975
20059	0.158816	0.0749848	3.88395	1.84547	0.475152	-0.159014	1.88735	3.65968	1.84191	0.503298	32.5164	0.0505079	0.488807	0.18221	0.0147403
20060	0.0542256	0.0705465	4.02327	1.96726	0.488971	-0.0613556	1.93505	4.03456	1.92314	0.476667	260.228	0.0066795	0.48281	0.182677	0.0148462
20061	0.116928	0.172238	4.09633	1.79696	0.438676	-0.118788	1.97327	3.72389	1.64396	0.441463	58.3804	0.0277809	0.440003	0.190801	0.0151054
20062	0.18728	0.186489	3.86842	1.82602	0.472032	0.0661542	2.00633	3.70549	1.77308	0.4785	225.733	0.00733569	0.475196	0.187098	0.0153617
20063	0.237809	0.241765	3.66973	1.7803	0.48513	0.0757719	2.07799	3.9105	1.85073	0.473272	128.417	0.0131279	0.479012	0.188484	0.0157185
20064	0.299481	0.299917	4.0297	1.86658	0.463204	0.149543	2.13605	3.75151	1.74929	0.466291	149.962	0.0112407	0.464692	0.18911	0.0157892
20065	0.20557	0.281755	3.77249	1.88315	0.49918	0.174798	2.16993	4.07808	1.82434	0.447352	3765.22	0.000473441	0.472257	0.193891	0.0160201
20066	0.314654	0.325084	3.84067	1.84566	0.480557	0.136396	2.12741	3.72604	1.86373	0.500192	102.228	0.0158878	0.490226	0.179681	0.0162205
20067	0.436532	0.359299	3.75689	1.76542	0.469917	0.119397	2.15164	3.63611	1.70232	0.468169	31.9413	0.0502873	0.469057	0.188123	0.0165925
20068	0.301423	0.347531	4.19463	2.0437	0.487218	0.121032	2.12917	3.66916	1.73685	0.473365	97.547	0.0162704	0.480754	0.173562	0.0168163
20069	0.322048	0.311296	4.10456	1.91774	0.467222	0.117802	2.13367	3.54115	1.67054	0.471752	79.6098	0.0208582	0.46932	0.18798	0.0172928
20070	0.214354	0.329421	3.75898	1.92971	0.51336	0.172419	2.18903	3.44035	1.71612	0.498821	1966.51	0.000879263	0.506413	0.191755	0.0173885
20071	0.329204	0.368034	3.88623	1.88432	0.484871	0.257128	2.17003	3.80528	1.71399	0.450425	625.074	0.00259744	0.467829	0.184151	0.0176389
20072	0.324838	0.31177	3.69807	1.74245	0.471178	0.137528	2.12461	3.93335	1.75492	0.446164	93.67	0.0175425	0.458285	0.190308	0.0181132
20073	0.277877	0.329276	3.90874	1.80493	0.461767	0.154289	2.18072	3.76677	1.83436	0.486986	224.422	0.007637	0.474143	0.190671	0.0182786
20074	0.358445	0.37294	3.80293	1.93843	0.50972	0.204628	2.20054	3.93261	1.85345	0.471302	141.174	0.0118298	0.490189	0.180547	0.0186305
20075	0.362238	0.35675	3.78056	1.89633	0.501599	0.166886	2.16148	3.89552	1.81088	0.464863	85.3468	0.0190813	0.482956	0.180162	0.0187859
20076	0.321144	0.352118	4.10585	1.86286	0.45371	0.171065	2.21101	3.84351	1.87335	0.487407	153.415	0.0112619	0.470002	0.187871	0.0191223
20077	0.388169	0.357271	4.00448	1.98588	0.495914	0.23525	2.23246	4.06649	2.04711	0.503408	150.371	0.0116922	0.49969	0.179038	0.0193351
20078	0.436911	0.416804	3.55895	1.91534	0.538175	0.343906	2.26869	3.86901	1.96126	0.506916	396.475	0.00432497	0.521893	0.181185	0.0195141
20079	0.519937	0.462259	3.59218	1.84672	0.514095	0.309332	2.29132	3.81964	1.87977	0.492133	75.4262	0.0221771	0.502777	0.183374	0.0195573
20080	0.391487	0.388839	3.90766	1.88009	0.481128	0.197713	2.21336	3.70678	1.77166	0.477951	88.6558	0.0187742	0.479581	0.185675	0.0198828
20081	0.451005	0.414679	3.85052	1.80927	0.469878	0.269206	2.24825	3.75156	1.75213	0.467041	101.721	0.0165255	0.468478	0.191016	0.0201234
20082	0.460696	0.454998	4.03627	1.97985	0.490515	0.321581	2.26828	4.00346	1.7977	0.449037	169.897	0.00967648	0.46986	0.178787	0.0204122
20083	0.433343	0.489024	3.84346	1.97935	0.514992	0.344636	2.32465	3.77975	1.79751	0.475564	428.209	0.00393443	0.495443	0.182438	0.0207014
20084	0.408332	0.437944	4.03089	1.98305	0.491963	0.304167	2.25868	3.8862	2.03974	0.524867	305.532	0.00542508	0.508114	0.170896	0.0210517
20085	0.484	0.424548	3.85932	1.86459	0.483141	0.197315	2.24593	3.98105	2.00977	0.504834	40.3639	0.0410941	0.494156	0.176392	0.0214729
20086	0.319737	0.347272	3.71706	1.87438	0.504265	0.358964	2.3586	3.81922	2.04996	0.536748	2629.02	0.000769383	0.520727	0.204989	0.0217642
20087	0.294984	0.361265	3.84028	1.8197	0.473847	0.386426	2.37323	3.73151	1.94014	0.519933	484.121	0.00418079	0.496559	0.212162	0.0219857
20088	0.296498	0.298061	3.92153	1.83847	0.468815	0.359016	2.39294	3.95265	1.93178	0.48873	1122.8	0.00195427	0.478812	0.225491	0.0220823
20089	0.326145	0.386295	3.77823	1.86996	0.494931	0.496954	2.39536	3.98395	1.94884	0.489173	138.346	0.0145879	0.491976	0.209095	0.0223116
20090	0.363392	0.360694	3.75965	1.8339	0.487785	0.431198	2.41186	3.88444	1.88525	0.485334	915.108	0.00229878	0.48654	0.220548	0.0225193
20091	0.392895	0.399663	3.77675	1.93238	0.511652	0.516914	2.40991	3.57123	1.79181	0.501734	262.737	0.00769035	0.506832	0.21347	0.022709
20092	0.326465	0.379645	3.80968	1.84965	0.485514	0.324318	2.39921	3.99902	1.90784	0.477075	884843.0	2.30472e-06	0.481192	0.213529	0.0228212
20093	0.379051	0.340593	3.61058	1.87461	0.519199	0.334733	2.32656	3.87481	1.94757	0.502623	2008.1	0.000982038	0.510618	0.205151	0.0228382
20094	0.291429	0.285794	3.85704	1.85819	0.481767	0.208977	2.27282	3.82517	1.93608	0.506142	580.769	0.00339917	0.493904	0.206524	0.0230845
20095	0.274637	0.301326	3.82319	1.82382	0.47704	0.387194	2.30564	4.07918	1.96296	0.481214	317.09	0.00633458	0.479194	0.209705	0.0231856
20096	0.301658	0.310769	3.56792	1.80067	0.504684	0.189443	2.17393	3.71457	1.96384	0.528685	275.678	0.00629606	0.516926	0.18742	0.0229873
20097	0.205823	0.281219	3.47165	1.69239	0.48749	0.121798	2.16207	3.93471	1.97837	0.502799	501.064	0.00353011	0.495623	0.194232	0.0229375
20098	0.28911	0.337953	3.75578	1.86316	0.496076	0.199154	2.18903	3.71284	1.78885	0.481799	423.435	0.00404606	0.488979	0.190074	0.0232319
20099	0.393166	0.319134	4.03096	1.88897	0.468615	0.205067	2.17237	3.97924	1.96078	0.492753	97.0703	0.0176906	0.480606	0.182435	0.02327
20100	0.395043	0.370277	3.58838	1.65775	0.461977	0.148318	2.18954	4.09771	1.92205	0.469054	54.3707	0.0304366	0.46575	0.18782	0.0238592
20101	0.391081	0.364397	3.90275	1.77903	0.45584	0.260978	2.2697	4.01538	2.09452	0.521624	214.462	0.00846346	0.4892	0.189897	0.0241423
20102	0.415682	0.35733	3.61782	1.73011	0.478217	0.256483	2.28113	4.16548	2.01448	0.483612	146.031	0.0126721	0.481104	0.198214	0.0245901
20103	0.203098	0.251341	3.83729	1.57933	0.411575	0.350324	2.27517	4.03977	2.0197	0.499955	188.967	0.0108376	0.456901	0.221582	0.0249158
20104	0.122971	0.175228	3.77269	1.7233	0.456784	0.243381	2.28242	4.11343	2.00854	0.488289	306.256	0.00724926	0.473217	0.22935	0.0252549
20105	0.136384	0.144543	3.69415	1.82511	0.494055	0.150787	2.29253	3.82749	1.9655	0.513522	22239.9	0.000103729	0.503961	0.233392	0.0255567
20106	0.0229418	0.0779298	3.94321	1.80279	0.457189	0.244002	2.27592	3.68151	1.98779	0.539938	98.8621	0.0244337	0.497144	0.241728	0.0258401
20107	0.0514257	0.0844726	3.75393	1.74648	0.465241	0.409579	2.30476	3.56522	1.88741	0.529395	38.4309	0.0641369	0.496491	0.25335	0.0262073
20108	-0.00135692	0.0850268	3.78961	1.78828	0.471891	0.286492	2.28018	3.82038	1.94314	0.508624	58.1569	0.0414286	0.490332	0.244147	0.0264176
20109	0.115429	0.111037	3.61804	1.75171	0.484161	0.310109	2.25409	3.78115	1.94389	0.514101	121.177	0.0189503	0.499461	0.23713	0.0264444
