cycle	Zbar1	Gbar1	VP1	VG1	h21	Zbar2	Gbar2	VP2	VG2	h22	h2b	h2b_denom	h2w	Qst	Fst
20000	0.20265	0.191059	3.92222	1.96783	0.501714	4.1906	0.197931	4.00635	1.93054	0.481871	2.96896e-06	7.95186	0.491687	3.02953e-06	0.00034997
20001	0.193748	0.214102	3.90093	1.88903	0.484252	4.0745	0.0675902	4.09712	1.93959	0.473404	0.00142533	7.5301	0.478695	0.0014004	0.000602491
20002	0.14784	0.183497	4.05355	1.8079	0.446005	4.04057	0.0702393	3.83469	1.95884	0.510822	0.000846493	7.57667	0.477514	0.000851046	0.000824099
20003	0.15192	0.109948	3.80401	1.787	0.469766	4.04545	0.0282166	3.76583	1.78629	0.474343	0.000440649	7.57981	0.472043	0.000467376	0.00106019
20004	0.237767	0.15099	3.63413	1.80203	0.495862	4.03995	0.0347867	3.74148	1.79248	0.479084	0.000934054	7.22831	0.487351	0.000938747	0.00135116
20005	0.110798	0.13456	3.8269	1.75831	0.459461	3.9058	-0.0130588	3.88799	1.68723	0.433958	0.00151307	7.20103	0.446608	0.00157942	0.00158441
20006	0.167412	0.129073	3.65422	1.70269	0.465951	3.93268	-0.0986592	4.17406	1.83911	0.440604	0.0036581	7.08863	0.452436	0.00364917	0.00184744
20007	0.144691	0.141952	3.6491	1.67567	0.459201	3.80064	-0.175085	3.99053	1.87001	0.468612	0.00752005	6.68299	0.464117	0.00704061	0.00209967
20008	0.223807	0.238966	3.6216	1.84018	0.508112	3.81962	-0.242939	3.95602	1.85458	0.4688	0.017961	6.46495	0.487589	0.0154782	0.00245274
20009	0.307693	0.26293	3.71416	1.80207	0.485189	3.66593	-0.322457	4.14022	1.9089	0.461064	0.0303854	5.63886	0.472472	0.0225755	0.0026995
20010	0.287466	0.318757	3.86308	1.81712	0.470381	3.6436	-0.347421	4.04856	2.05408	0.507361	0.0394004	5.63183	0.489305	0.0278749	0.00289617
20011	0.284053	0.347359	3.65854	1.8646	0.509657	3.5532	-0.400169	3.68664	1.84806	0.501287	0.0522861	5.34366	0.505456	0.0362808	0.00317899
20012	0.436698	0.357921	4.12905	1.86468	0.4516	3.56252	-0.460787	3.78243	1.87693	0.496223	0.0686007	4.88539	0.472934	0.0428865	0.00348357
20013	0.307547	0.365346	3.74904	1.8043	0.481271	3.49032	-0.585397	4.10406	2.01553	0.491108	0.0892304	5.06504	0.486412	0.0558811	0.00376582
20014	0.332908	0.297918	3.80521	1.79751	0.472382	3.45317	-0.590315	4.16835	1.94656	0.466985	0.0810348	4.86801	0.469561	0.0500678	0.00398769
20015	0.315882	0.341694	3.76251	1.97626	0.525249	3.46442	-0.639105	4.03384	2.03013	0.503276	0.0970384	4.95663	0.51388	0.0566546	0.00424418
20016	0.345677	0.340489	4.35245	2.17322	0.499309	3.34232	-0.668994	4.02523	1.88766	0.468958	0.113482	4.48994	0.484726	0.0590604	0.00450939
20017	0.357629	0.33799	4.10094	2.06925	0.504578	3.33266	-0.704266	3.72157	1.79042	0.481092	0.122734	4.42541	0.493405	0.0657674	0.00465967
20018	0.311435	0.29586	3.96931	1.95067	0.491439	3.21079	-0.740543	3.69733	1.80773	0.488928	0.127777	4.20314	0.490228	0.0667154	0.00491614
20019	0.321047	0.268174	3.54033	1.84563	0.521315	3.30813	-0.646126	3.97121	1.85424	0.46692	0.0936875	4.46134	0.492558	0.0534901	0.00512986
20020	0.21123	0.237763	4.16719	1.86294	0.447049	3.26192	-0.736974	3.67388	1.84427	0.501994	0.102089	4.65337	0.472793	0.0602423	0.00535108
20021	0.253806	0.184354	3.71936	1.83656	0.493785	3.19481	-0.781522	3.99092	1.78694	0.447751	0.107858	4.32475	0.469957	0.0605017	0.00567575
20022	0.198516	0.206769	3.92282	2.01353	0.513286	3.16604	-0.826483	3.57708	1.76714	0.494019	0.121234	4.40309	0.504097	0.0659722	0.00598616
20023	0.277126	0.232541	4.19199	2.1366	0.509686	3.03615	-0.836642	3.58547	1.84242	0.513858	0.150174	3.8061	0.511609	0.0670422	0.00619514
20024	0.149773	0.186817	4.12935	1.92919	0.467189	3.07097	-0.837948	4.03919	1.89005	0.467928	0.123063	4.26669	0.467555	0.0643491	0.00647079
20025	0.147816	0.133906	3.98626	1.9431	0.487448	3.08517	-0.859832	3.63908	1.94295	0.533913	0.114454	4.31402	0.509623	0.0597627	0.00670578
20026	0.102942	0.115164	3.95992	2.01752	0.509484	3.19307	-0.87072	3.70139	1.78537	0.482351	0.101789	4.77444	0.496375	0.0600873	0.00696817
20027	0.225033	0.224171	3.98739	1.80525	0.45274	3.09809	-0.923689	4.12438	1.86797	0.452908	0.15962	4.12724	0.452825	0.082333	0.00724363
20028	0.161178	0.21659	4.29852	1.94445	0.452354	2.99699	-1.00656	3.88817	1.84449	0.474386	0.186041	4.02091	0.462818	0.0898869	0.00741656
20029	0.324371	0.265435	3.75872	1.8867	0.501953	2.9973	-0.990198	3.68311	1.86271	0.505744	0.220674	3.57227	0.50383	0.0951673	0.0076935
20030	0.183945	0.229919	3.69702	1.80004	0.486889	3.00187	-1.03652	4.05235	1.88131	0.464251	0.20198	3.97035	0.475051	0.0982648	0.00803439
20031	0.173768	0.250606	3.78901	1.84503	0.486942	2.94752	-1.05708	3.63207	1.90464	0.524395	0.222263	3.84686	0.505273	0.10239	0.00822157
20032	0.330742	0.262448	3.68836	1.74323	0.47263	2.95363	-1.03412	3.66576	1.85571	0.506229	0.24436	3.43976	0.489378	0.104612	0.00854605
20033	0.218533	0.207224	3.94307	1.94406	0.493033	2.92521	-1.07184	3.72539	1.7667	0.474232	0.223314	3.66304	0.483899	0.0993233	0.00883399
20034	0.144982	0.156161	3.86854	2.01895	0.52189	2.90779	-1.04396	3.74605	1.79586	0.479401	0.18869	3.81655	0.500987	0.0862867	0.00908669
