cycle	Zbar1	Gbar1	VP1	VG1	h21	Zbar2	Gbar2	VP2	VG2	h22	h2b	h2b_denom	h2w	Qst	Fst
20000	-0.163842	-0.200872	3.93892	1.86145	0.472578	3.74629	-0.166849	3.93093	1.8173	0.462308	7.57125e-05	7.64455	0.467448	7.86997e-05	0.000371017
20001	-0.130866	-0.172569	3.70324	1.87205	0.505516	3.74304	-0.249178	4.25089	2.05295	0.482946	0.000391072	7.50356	0.493454	0.000373861	0.000639964
20002	-0.103886	-0.158184	3.88826	1.81619	0.467097	3.63025	-0.335158	3.68269	1.90844	0.518218	0.00224615	6.9719	0.491963	0.00209885	0.000900086
20003	-0.0831952	-0.117371	3.95349	1.85616	0.469498	3.57473	-0.401131	3.83589	1.87632	0.489149	0.00601774	6.69021	0.479175	0.00536693	0.0011698
20004	-0.110196	-0.123919	3.75962	1.77187	0.47129	3.46595	-0.501282	3.53369	1.87363	0.53022	0.0111349	6.39442	0.499842	0.00967599	0.0014685
20005	-0.0663865	-0.0720001	3.68665	1.81456	0.492198	3.34206	-0.612296	4.12661	1.90066	0.460587	0.0251276	5.80874	0.475502	0.0192745	0.00173282
20006	-0.108364	-0.0853149	3.82703	1.925	0.503002	3.2273	-0.695837	3.76758	1.8332	0.486572	0.0334994	5.56334	0.494851	0.0242068	0.00205348
20007	-0.110618	-0.16793	3.92232	1.81186	0.461935	3.21054	-0.774358	3.91848	1.97545	0.504137	0.0333412	5.51503	0.483026	0.0237117	0.0022503
20008	-0.197554	-0.219663	3.9814	1.85069	0.464835	3.27438	-0.82757	3.97453	1.81497	0.456649	0.0306572	6.02716	0.460745	0.024596	0.00247413
20009	-0.250002	-0.22702	3.88221	1.84797	0.47601	3.15145	-0.936842	3.59625	1.84528	0.513113	0.0435481	5.78495	0.493852	0.032997	0.00276518
20010	-0.132827	-0.241426	3.62453	1.67267	0.461487	3.00348	-0.992134	3.85614	1.71816	0.445565	0.0572934	4.91821	0.453279	0.0399121	0.00296721
20011	-0.252818	-0.217322	3.65582	1.76779	0.483555	2.86342	-1.07402	3.75133	1.85643	0.494874	0.0755786	4.85547	0.489287	0.0482107	0.00326734
20012	-0.258836	-0.223285	3.61562	1.80844	0.500174	2.86231	-1.11676	3.49149	1.66618	0.477211	0.0819475	4.87079	0.488893	0.0543437	0.00361033
20013	-0.151118	-0.226257	3.49109	1.89432	0.542614	2.87988	-1.1283	3.74843	1.73718	0.463442	0.0885684	4.59348	0.501621	0.053069	0.00385654
20014	-0.152992	-0.240391	4.24742	2.08496	0.490877	2.81295	-1.20413	3.91927	1.91288	0.488071	0.105583	4.39841	0.48953	0.0549187	0.00407815
20015	-0.197907	-0.252692	3.82593	2.12487	0.555386	2.76759	-1.28502	3.99686	1.87184	0.468328	0.121182	4.39709	0.510906	0.0625242	0.00438258
20016	-0.219818	-0.20206	4.00666	2.00873	0.501349	2.68103	-1.31313	3.70922	1.90372	0.513241	0.146701	4.20746	0.507066	0.073148	0.00460286
20017	-0.156892	-0.193089	4.16581	2.05972	0.494435	2.58124	-1.41207	3.96403	1.96811	0.496492	0.19819	3.74869	0.495438	0.0844785	0.00486092
20018	-0.301247	-0.263584	4.08646	1.9527	0.477846	2.52888	-1.44758	3.86272	1.92755	0.499014	0.175022	4.00481	0.488132	0.0828761	0.00504423
20019	-0.28515	-0.218709	4.13522	1.9699	0.47637	2.42237	-1.54938	4.06242	1.8596	0.457758	0.241544	3.66532	0.467147	0.103663	0.00528544
20020	-0.201186	-0.254956	3.90623	1.99162	0.509856	2.45961	-1.59006	3.7365	1.9075	0.510506	0.251771	3.53993	0.510174	0.102613	0.00550272
20021	-0.374368	-0.285934	3.89202	1.86071	0.478084	2.37577	-1.58327	3.51156	1.82924	0.52092	0.222534	3.78163	0.498401	0.102405	0.00580008
20022	-0.254002	-0.292925	3.88841	1.79134	0.460686	2.38521	-1.57016	3.50446	1.7434	0.497479	0.234205	3.48272	0.478127	0.10349	0.00611255
20023	-0.278655	-0.306841	3.70055	1.76085	0.475834	2.42548	-1.56902	3.90884	1.83015	0.468209	0.217866	3.65616	0.471917	0.0998818	0.00639173
20024	-0.268368	-0.308485	3.67486	1.75568	0.477755	2.38549	-1.53676	3.86679	1.74616	0.451579	0.214209	3.52148	0.464334	0.0972766	0.00661336
20025	-0.278948	-0.309699	3.77278	1.80906	0.479503	2.38186	-1.56498	3.88211	1.80302	0.464443	0.222563	3.53994	0.471866	0.0983792	0.00692519
20026	-0.28957	-0.268327	3.90015	1.73253	0.444222	2.53369	-1.5724	3.75414	1.83365	0.488433	0.213356	3.98539	0.465906	0.106567	0.00716517
