cycle	Zbar1	Gbar1	VP1	VG1	h21	Zbar2	Gbar2	VP2	VG2	h22	h2b	h2b_denom	h2w	Qst	Fst
20000	0.110362	0.0953687	3.89745	1.84102	0.472365	-1.77373	0.185023	4.07792	1.92493	0.472037	0.00226434	1.7749	0.472197	0.000533578	0.000405081
20001	-0.00151312	0.0260661	3.58244	1.86234	0.519854	-1.77923	0.174529	3.88738	2.08794	0.537106	0.00697445	1.58013	0.528832	0.00139366	0.000659685
20002	-0.069184	-0.0849811	3.93866	1.92834	0.489593	-1.75908	0.219237	4.17549	2.06849	0.495388	0.0324078	1.42788	0.492575	0.00575844	0.000902801
20003	-0.0513327	-0.113503	3.92381	1.89512	0.482979	-1.63593	0.330971	4.10376	2.04059	0.497249	0.0786784	1.25547	0.490274	0.0123996	0.00112048
20004	-0.182399	-0.118335	4.06455	1.98101	0.487388	-1.62757	0.363683	3.98848	1.96931	0.493749	0.111247	1.04426	0.490538	0.014498	0.00146129
20005	-0.0105434	-0.0177703	3.76448	1.85491	0.49274	-1.60104	0.419173	3.93411	1.96336	0.499061	0.0754719	1.26484	0.49597	0.0123522	0.00175879
20006	-0.0440445	-0.04279	3.76674	1.75179	0.465068	-1.40338	0.559887	4.1848	2.01828	0.482288	0.19657	0.923893	0.474131	0.0235307	0.00202966
20007	0.0178153	-0.00379242	3.84735	1.78284	0.463394	-1.32941	0.636414	4.13984	2.05905	0.497373	0.22582	0.907505	0.481006	0.0259906	0.00228627
20008	-0.0591146	-0.0576271	4.14607	1.91239	0.461253	-1.34504	0.713009	3.93916	2.06468	0.524143	0.359143	0.826802	0.491894	0.0360053	0.00246844
20009	-0.174758	-0.0482568	3.76629	1.7644	0.468472	-1.20553	0.772977	4.03215	2.02413	0.501999	0.634753	0.531251	0.485807	0.0426286	0.00272438
20010	-0.0315204	-0.0449096	3.93653	1.72879	0.439166	-1.19308	0.846221	3.93393	1.91808	0.487574	0.588576	0.674605	0.463362	0.0516521	0.00290285
20011	-0.025824	-0.0592934	3.75796	1.72118	0.458008	-1.11713	0.880167	3.73423	1.77637	0.475699	0.741084	0.59547	0.466826	0.0593703	0.00313379
20012	-0.00132538	-0.00875036	3.47611	1.70788	0.491319	-1.08058	0.824574	3.85199	1.88119	0.488367	0.596187	0.582393	0.489767	0.0461614	0.0034285
20013	-0.108331	-0.0383292	3.99912	1.7623	0.440673	-1.18047	0.860579	3.91375	1.83861	0.469782	0.702953	0.574745	0.45507	0.0531446	0.00370854
20014	-0.0241939	-0.0267674	3.79777	1.96932	0.518548	-1.05136	0.92131	3.76669	1.97609	0.524623	0.851934	0.527535	0.521573	0.0539117	0.00397316
20015	0.0448569	0.0363729	4.22535	2.0394	0.482658	-1.0835	0.943656	4.05399	1.99636	0.492442	0.646541	0.63659	0.487449	0.0485409	0.00421983
20016	-0.127923	-0.0800956	4.18092	2.12194	0.50753	-1.11746	0.949714	3.99667	1.93621	0.484455	1.08305	0.489594	0.496253	0.0613543	0.00455396
20017	-0.0288494	-0.0650205	3.9377	2.04467	0.519256	-1.04363	1.0214	3.94553	1.8881	0.478542	1.14618	0.514886	0.498879	0.0698257	0.00481739
